Package,LibPath,Version,Priority,Depends,Imports,NeedsCompilation,Built,where_at,source
usethis,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.0.1,NA,R (>= 3.2),"cli, clipr (>= 0.3.0), crayon, curl (>= 2.7), desc, fs (>=
1.3.0), gert (>= 1.0.2), gh (>= 1.2.0), glue (>= 1.3.0),
jsonlite, lifecycle, purrr, rappdirs, rlang (>= 0.4.10),
rprojroot (>= 1.2), rstudioapi, stats, utils, whisker, withr
(>= 2.3.0), yaml",no,4.1.0,CRAN,NA
utf8,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.2.2,NA,R (>= 2.10),NA,yes,4.1.0,CRAN,NA
uuid,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1-4,NA,R (>= 2.9.0),NA,yes,4.1.0,CRAN,NA
V8,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,3.4.2,NA,NA,"Rcpp (>= 0.12.12), jsonlite (>= 1.0), curl (>= 1.0), utils",yes,4.1.0,CRAN,NA
vctrs,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.3.8,NA,R (>= 3.3),"ellipsis (>= 0.2.0), glue, rlang (>= 0.4.10)",yes,4.1.0,CRAN,NA
vegawidget,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.3.2,NA,R (>= 2.10),"jsonlite, htmlwidgets, assertthat, rlang, glue, magrittr,
htmltools, digest",no,4.1.0,CRAN,NA
vip,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.3.2,NA,NA,"ggplot2 (>= 0.9.0), gridExtra, magrittr, plyr, stats, tibble,
utils",no,4.1.0,CRAN,NA
vipor,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.4.5,NA,R (>= 3.0.0),"stats, graphics",no,4.1.0,CRAN,NA
viridis,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.6.1,NA,"R (>= 2.10), viridisLite (>= 0.4.0)","stats, ggplot2 (>= 1.0.1), gridExtra",no,4.1.0,CRAN,NA
viridisLite,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.4.0,NA,R (>= 2.10),NA,no,4.1.0,CRAN,NA
visdat,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.5.3,NA,R (>= 3.2.2),"ggplot2, tidyr, dplyr, purrr, readr, magrittr, stats, tibble,
glue",no,4.1.0,CRAN,NA
vroom,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.5.4,NA,R (>= 3.1),"bit64, crayon, cli, glue, hms, lifecycle, methods, rlang (>=
0.4.2), stats, tibble (>= 2.0.0), tzdb (>= 0.1.1), vctrs (>=
0.2.0), tidyselect, withr",yes,4.1.0,CRAN,NA
waffle,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.7.0,NA,"R (>= 3.2.0), ggplot2 (>= 2.0.0)","RColorBrewer, grid, gridExtra, gtable, extrafont",no,4.1.0,CRAN,NA
wakefield,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.3.6,NA,R (>= 3.2.0),"chron, ggplot2, dplyr, stringi",no,4.1.0,CRAN,NA
waldo,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.2.5,NA,NA,"cli, diffobj, fansi, glue, methods, rematch2, rlang (>=
0.4.10), tibble",no,4.1.0,CRAN,NA
warp,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.2.0,NA,R (>= 3.2),NA,yes,4.1.0,CRAN,NA
wdman,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.2.5,NA,R (>= 3.2),"binman, assertthat, processx, yaml, semver(>= 0.2.0), utils",no,4.1.0,CRAN,NA
webdriver,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.0.6,NA,NA,"callr (>= 3.4.0), base64enc, curl (>= 2.0), debugme, httr,
jsonlite, R6, showimage, utils, withr",no,4.1.0,CRAN,NA
webshot,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.5.2,NA,R (>= 3.0),"magrittr, jsonlite, callr",no,4.1.0,CRAN,NA
webshot2,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.0.0.9000,NA,R (>= 3.2),"chromote (>= 0.0.0.9001), later, promises, magrittr, callr",no,4.1.0,rstudio/webshot2,GitHub
websocket,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.4.0,NA,NA,"R6, later (>= 1.2.0)",yes,4.1.0,CRAN,NA
webutils,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.1,NA,NA,"curl (>= 2.5), jsonlite",yes,4.1.0,CRAN,NA
wesanderson,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.3.6,NA,R (>= 3.0),NA,no,4.1.0,CRAN,NA
whisker,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.4,NA,NA,NA,no,4.1.0,CRAN,NA
whoami,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.3.0,NA,NA,"httr, jsonlite, utils",no,4.1.0,CRAN,NA
widgetframe,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.3.1,NA,"R (>= 3.1.0), htmlwidgets,","htmltools, purrr, magrittr, utils, tools",no,4.1.0,CRAN,NA
withr,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.4.2,NA,R (>= 3.2.0),"graphics, grDevices, stats",no,4.1.0,CRAN,NA
wk,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.4.1,NA,NA,NA,yes,4.1.0,CRAN,NA
wordcloud,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.6,NA,"methods, RColorBrewer",Rcpp (>= 0.9.4),yes,4.1.0,CRAN,NA
wordcloud2,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.2.1,NA,R (>= 3.1.0),"htmlwidgets, base64enc, grDevices, graphics",no,4.1.0,CRAN,NA
workflows,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.2.2,NA,R (>= 3.2),"cli (>= 2.0.0), ellipsis (>= 0.2.0), generics (>= 0.1.0),
glue, hardhat (>= 0.1.4), parsnip (>= 0.1.5), rlang (>= 0.4.1),
tidyselect (>= 1.1.0), vctrs (>= 0.3.6)",no,4.1.0,CRAN,NA
workflowsets,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.0.2,NA,R (>= 2.10),"rlang, tune (>= 0.1.3), withr, dplyr (>= 1.0.0), purrr, tibble
(>= 3.1.0), vctrs, tidyr, workflows (>= 0.2.2), cli, ggplot2,
stats, prettyunits, rsample (>= 0.0.9), generics",no,4.1.0,CRAN,NA
wrapr,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.0.7,NA,R (>= 3.3.0),"utils, methods, stats",no,4.1.0,CRAN,NA
writexl,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.4.0,NA,NA,NA,yes,4.1.0,CRAN,NA
xaringan,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.20,NA,NA,"htmltools, knitr (>= 1.30), servr (>= 0.13), xfun (>= 0.18),
rmarkdown (>= 2.7)",no,4.1.0,CRAN,NA
xaringanExtra,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.4.0,NA,NA,"htmltools, jsonlite, knitr, utils, uuid",no,4.1.0,gadenbuie/xaringanExtra,GitHub
xaringanthemer,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.3.4,NA,R (>= 2.10),"colorspace, glue, methods, purrr, utils, whisker",no,4.1.0,CRAN,NA
xfun,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.24,NA,NA,"stats, tools",yes,4.1.0,CRAN,NA
xgboost,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.4.1.1,NA,R (>= 3.3.0),"Matrix (>= 1.1-0), methods, data.table (>= 1.9.6), magrittr
(>= 1.5), jsonlite (>= 1.0),",yes,4.1.0,CRAN,NA
XML,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,3.99-0.6,NA,"R (>= 4.0.0), methods, utils",NA,yes,4.1.0,CRAN,NA
xml2,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.3.2,NA,R (>= 3.1.0),methods,yes,4.1.0,CRAN,NA
XML2R,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.0.6,NA,"R (>= 2.15.1), XML","RCurl, plyr",no,4.1.0,CRAN,NA
xopen,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.0.0,NA,R (>= 3.1),processx,no,4.1.0,CRAN,NA
XR,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.7.2,NA,NA,"methods, utils, jsonlite",no,4.1.0,CRAN,NA
XRJulia,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.9.0,NA,NA,"methods, XR",no,4.1.0,CRAN,NA
xtable,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.8-4,NA,R (>= 2.10.0),"stats, utils",no,4.1.0,CRAN,NA
xts,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.12.1,NA,zoo (>= 1.7-12),methods,yes,4.1.0,CRAN,NA
yaml,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.2.1,NA,NA,NA,yes,4.1.0,CRAN,NA
yardstick,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.0.8,NA,R (>= 2.10),"dplyr (>= 0.8.5), generics, pROC (>= 1.15.0), rlang (>=
0.4.0), tidyselect, utils, vctrs (>= 0.3.6)",yes,4.1.0,CRAN,NA
yesno,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1.2,NA,R (>= 3.3),utils,no,4.1.0,CRAN,NA
ymlthis,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1.4,NA,R (>= 3.2),"crayon, fs, glue, magrittr, miniUI, purrr (>= 0.3.2), rlang
(>= 0.4.0), rmarkdown, rstudioapi, shiny, shinyBS, stringr,
usethis (>= 1.5.0), whoami, withr, yaml",no,4.1.0,CRAN,NA
zeallot,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1.0,NA,NA,NA,no,4.1.0,CRAN,NA
zip,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,2.1.1,NA,NA,NA,yes,4.1.0,CRAN,NA
zoo,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,1.8-9,NA,"R (>= 3.1.0), stats","utils, graphics, grDevices, lattice (>= 0.20-27)",yes,4.1.0,CRAN,NA
ztype,/Library/Frameworks/R.framework/Versions/4.1/Resources/library,0.1.0,NA,NA,"magrittr, rvest, stats, stringr, utils, dplyr, ggplot2,
lubridate, assertthat",no,4.1.0,CRAN,NA
